127.0.0.1 - - [19/Jun/2023:09:21:43 -0600] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17128
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 200 3283
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:31 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:56 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4734
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:46:47 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4752
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10563
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10563
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10563
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:00 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19932
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17150
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 200 7982
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:13 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:16 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4715
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:29 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10874
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:30 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:30 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:30 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17147
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesrojos.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:42 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19928
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17147
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:43 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:44 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:47:44 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:25 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4714
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10539
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10539
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10539
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "GET /restaurante-web/resources/images/alimentos/espaguetiRojo.jpg HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:33 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19936
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:48:45 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
